Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model B for
R_V=5.5 galactic dust with C/H = b_C = 30.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University

Thu Oct  3 23:05:09 EDT 2002
 
References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron)
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)

 1.798E-26 = M_dust per H nucleon (gram/H) for this dust model
 1.300E+02 = M_gas/M_dust for this dust model

 lambda   albedo    g     C_ext/H    K_abs
(micron)                  (cm^2/H)  (cm^2/g)
--------- ------  ------ --------- ---------
5.433E-03 0.6223  0.9993 3.828E-22 8.040E+03
5.464E-03 0.6210  0.9993 3.833E-22 8.079E+03
5.495E-03 0.6197  0.9993 3.839E-22 8.118E+03
5.527E-03 0.6185  0.9993 3.844E-22 8.156E+03
5.559E-03 0.6172  0.9993 3.849E-22 8.194E+03
5.591E-03 0.6159  0.9992 3.855E-22 8.232E+03
5.623E-03 0.6147  0.9992 3.860E-22 8.269E+03
5.656E-03 0.6135  0.9992 3.865E-22 8.307E+03
5.689E-03 0.6122  0.9992 3.870E-22 8.345E+03
5.721E-03 0.6109  0.9992 3.875E-22 8.383E+03
5.754E-03 0.6097  0.9992 3.880E-22 8.421E+03
5.788E-03 0.6084  0.9992 3.885E-22 8.458E+03
5.821E-03 0.6072  0.9991 3.889E-22 8.495E+03
5.855E-03 0.6060  0.9991 3.894E-22 8.532E+03
5.888E-03 0.6047  0.9991 3.899E-22 8.569E+03
5.922E-03 0.6035  0.9991 3.903E-22 8.605E+03
5.957E-03 0.6023  0.9991 3.907E-22 8.641E+03
5.991E-03 0.6011  0.9991 3.912E-22 8.676E+03
6.026E-03 0.6000  0.9991 3.916E-22 8.711E+03
6.060E-03 0.5988  0.9990 3.920E-22 8.746E+03
6.095E-03 0.5977  0.9990 3.924E-22 8.780E+03
6.131E-03 0.5965  0.9990 3.928E-22 8.814E+03
6.166E-03 0.5954  0.9990 3.932E-22 8.847E+03
6.202E-03 0.5943  0.9990 3.936E-22 8.880E+03
6.237E-03 0.5931  0.9990 3.940E-22 8.915E+03
6.273E-03 0.5919  0.9989 3.944E-22 8.950E+03
6.310E-03 0.5907  0.9989 3.948E-22 8.984E+03
6.346E-03 0.5896  0.9989 3.951E-22 9.018E+03
6.383E-03 0.5884  0.9989 3.955E-22 9.052E+03
6.419E-03 0.5873  0.9989 3.959E-22 9.085E+03
6.457E-03 0.5862  0.9988 3.963E-22 9.118E+03
6.494E-03 0.5851  0.9988 3.966E-22 9.151E+03
6.531E-03 0.5840  0.9988 3.970E-22 9.183E+03
6.569E-03 0.5829  0.9988 3.973E-22 9.216E+03
6.607E-03 0.5818  0.9988 3.977E-22 9.249E+03
6.645E-03 0.5807  0.9987 3.981E-22 9.281E+03
6.683E-03 0.5796  0.9987 3.984E-22 9.314E+03
6.722E-03 0.5786  0.9987 3.988E-22 9.346E+03
6.761E-03 0.5775  0.9987 3.991E-22 9.377E+03
6.800E-03 0.5764  0.9987 3.995E-22 9.409E+03
6.839E-03 0.5754  0.9986 3.998E-22 9.440E+03
6.879E-03 0.5744  0.9986 4.002E-22 9.471E+03
6.918E-03 0.5734  0.9986 4.005E-22 9.502E+03
6.958E-03 0.5723  0.9986 4.008E-22 9.533E+03
6.998E-03 0.5713  0.9985 4.011E-22 9.564E+03
7.039E-03 0.5702  0.9985 4.015E-22 9.595E+03
7.079E-03 0.5692  0.9985 4.018E-22 9.625E+03
7.120E-03 0.5682  0.9985 4.021E-22 9.656E+03
7.161E-03 0.5672  0.9984 4.024E-22 9.686E+03
7.203E-03 0.5662  0.9984 4.028E-22 9.716E+03
7.244E-03 0.5652  0.9984 4.031E-22 9.746E+03
7.286E-03 0.5642  0.9984 4.034E-22 9.776E+03
7.328E-03 0.5632  0.9983 4.037E-22 9.805E+03
7.371E-03 0.5622  0.9983 4.040E-22 9.834E+03
7.413E-03 0.5612  0.9983 4.042E-22 9.863E+03
7.456E-03 0.5602  0.9983 4.045E-22 9.893E+03
7.499E-03 0.5592  0.9982 4.048E-22 9.922E+03
7.542E-03 0.5583  0.9982 4.051E-22 9.951E+03
7.586E-03 0.5573  0.9982 4.054E-22 9.980E+03
7.630E-03 0.5563  0.9981 4.056E-22 1.001E+04
7.674E-03 0.5553  0.9981 4.059E-22 1.004E+04
7.718E-03 0.5543  0.9981 4.061E-22 1.007E+04
7.762E-03 0.5533  0.9981 4.064E-22 1.009E+04
7.807E-03 0.5522  0.9980 4.065E-22 1.012E+04
7.852E-03 0.5511  0.9980 4.067E-22 1.015E+04
7.898E-03 0.5499  0.9980 4.067E-22 1.018E+04
7.943E-03 0.5473  0.9980 4.057E-22 1.021E+04
7.989E-03 0.5513  0.9979 4.074E-22 1.017E+04
8.035E-03 0.5508  0.9979 4.080E-22 1.019E+04
8.082E-03 0.5501  0.9979 4.085E-22 1.022E+04
8.128E-03 0.5494  0.9978 4.090E-22 1.025E+04
8.175E-03 0.5486  0.9978 4.094E-22 1.027E+04
8.222E-03 0.5479  0.9978 4.098E-22 1.030E+04
8.270E-03 0.5471  0.9977 4.102E-22 1.033E+04
8.318E-03 0.5463  0.9977 4.105E-22 1.036E+04
8.366E-03 0.5455  0.9976 4.109E-22 1.038E+04
8.414E-03 0.5448  0.9976 4.112E-22 1.041E+04
8.463E-03 0.5440  0.9976 4.116E-22 1.044E+04
8.511E-03 0.5432  0.9975 4.119E-22 1.046E+04
8.561E-03 0.5424  0.9975 4.122E-22 1.049E+04
8.610E-03 0.5416  0.9974 4.126E-22 1.052E+04
8.660E-03 0.5408  0.9974 4.129E-22 1.054E+04
8.710E-03 0.5400  0.9974 4.132E-22 1.057E+04
8.760E-03 0.5392  0.9973 4.135E-22 1.060E+04
8.810E-03 0.5384  0.9973 4.138E-22 1.062E+04
8.861E-03 0.5376  0.9972 4.141E-22 1.065E+04
8.913E-03 0.5368  0.9972 4.145E-22 1.068E+04
8.964E-03 0.5360  0.9971 4.148E-22 1.070E+04
9.016E-03 0.5352  0.9971 4.151E-22 1.073E+04
9.068E-03 0.5344  0.9971 4.154E-22 1.075E+04
9.120E-03 0.5337  0.9970 4.157E-22 1.078E+04
9.173E-03 0.5329  0.9970 4.160E-22 1.080E+04
9.226E-03 0.5321  0.9969 4.163E-22 1.083E+04
9.279E-03 0.5313  0.9969 4.166E-22 1.086E+04
9.333E-03 0.5305  0.9968 4.168E-22 1.088E+04
9.386E-03 0.5298  0.9968 4.171E-22 1.091E+04
9.441E-03 0.5290  0.9967 4.174E-22 1.093E+04
9.495E-03 0.5282  0.9967 4.177E-22 1.096E+04
9.550E-03 0.5275  0.9966 4.180E-22 1.098E+04
9.605E-03 0.5267  0.9966 4.183E-22 1.101E+04
9.661E-03 0.5260  0.9965 4.185E-22 1.103E+04
9.716E-03 0.5252  0.9965 4.188E-22 1.106E+04
9.772E-03 0.5245  0.9964 4.191E-22 1.108E+04
9.829E-03 0.5237  0.9964 4.194E-22 1.111E+04
9.886E-03 0.5229  0.9963 4.197E-22 1.113E+04
9.943E-03 0.5222  0.9963 4.199E-22 1.116E+04
1.000E-02 0.5214  0.9962 4.202E-22 1.118E+04
1.006E-02 0.5207  0.9962 4.205E-22 1.121E+04
1.012E-02 0.5199  0.9961 4.207E-22 1.123E+04
1.017E-02 0.5192  0.9961 4.210E-22 1.126E+04
1.023E-02 0.5185  0.9960 4.213E-22 1.128E+04
1.029E-02 0.5177  0.9960 4.216E-22 1.131E+04
1.035E-02 0.5170  0.9959 4.218E-22 1.133E+04
1.041E-02 0.5162  0.9959 4.220E-22 1.135E+04
1.047E-02 0.5155  0.9958 4.223E-22 1.138E+04
1.053E-02 0.5147  0.9958 4.225E-22 1.140E+04
1.059E-02 0.5139  0.9957 4.227E-22 1.143E+04
1.065E-02 0.5132  0.9957 4.230E-22 1.145E+04
1.072E-02 0.5124  0.9956 4.232E-22 1.148E+04
1.078E-02 0.5116  0.9955 4.234E-22 1.150E+04
1.084E-02 0.5108  0.9955 4.236E-22 1.152E+04
1.090E-02 0.5099  0.9954 4.238E-22 1.155E+04
1.096E-02 0.5090  0.9954 4.240E-22 1.157E+04
1.103E-02 0.5081  0.9953 4.241E-22 1.160E+04
1.109E-02 0.5072  0.9953 4.242E-22 1.162E+04
1.116E-02 0.5063  0.9952 4.243E-22 1.165E+04
1.122E-02 0.5054  0.9952 4.244E-22 1.167E+04
1.128E-02 0.5044  0.9951 4.245E-22 1.170E+04
1.135E-02 0.5031  0.9951 4.244E-22 1.173E+04
1.142E-02 0.5018  0.9950 4.243E-22 1.175E+04
1.148E-02 0.5004  0.9950 4.241E-22 1.178E+04
1.155E-02 0.4984  0.9949 4.235E-22 1.181E+04
1.161E-02 0.4957  0.9949 4.224E-22 1.185E+04
1.168E-02 0.4843  0.9951 4.157E-22 1.192E+04
1.175E-02 0.5020  0.9951 4.175E-22 1.156E+04
1.182E-02 0.5056  0.9950 4.209E-22 1.157E+04
1.189E-02 0.5073  0.9948 4.228E-22 1.158E+04
1.195E-02 0.5086  0.9947 4.244E-22 1.160E+04
1.202E-02 0.5095  0.9946 4.259E-22 1.161E+04
1.209E-02 0.5099  0.9945 4.270E-22 1.164E+04
1.216E-02 0.5100  0.9944 4.281E-22 1.166E+04
1.223E-02 0.5100  0.9943 4.291E-22 1.169E+04
1.230E-02 0.5098  0.9942 4.300E-22 1.172E+04
1.237E-02 0.5096  0.9941 4.308E-22 1.175E+04
1.245E-02 0.5093  0.9939 4.316E-22 1.178E+04
1.252E-02 0.5089  0.9938 4.323E-22 1.181E+04
1.259E-02 0.5085  0.9937 4.330E-22 1.184E+04
1.266E-02 0.5080  0.9936 4.337E-22 1.187E+04
1.274E-02 0.5075  0.9935 4.343E-22 1.190E+04
1.281E-02 0.5069  0.9934 4.349E-22 1.193E+04
1.288E-02 0.5063  0.9933 4.355E-22 1.196E+04
1.296E-02 0.5057  0.9932 4.360E-22 1.199E+04
1.303E-02 0.5050  0.9931 4.365E-22 1.202E+04
1.311E-02 0.5041  0.9930 4.369E-22 1.205E+04
1.318E-02 0.5021  0.9930 4.365E-22 1.209E+04
1.326E-02 0.5045  0.9928 4.378E-22 1.206E+04
1.334E-02 0.5044  0.9927 4.386E-22 1.209E+04
1.341E-02 0.5039  0.9926 4.393E-22 1.212E+04
1.349E-02 0.5035  0.9924 4.400E-22 1.215E+04
1.357E-02 0.5030  0.9923 4.407E-22 1.218E+04
1.365E-02 0.5025  0.9922 4.414E-22 1.221E+04
1.372E-02 0.5020  0.9921 4.420E-22 1.224E+04
1.380E-02 0.5014  0.9919 4.427E-22 1.227E+04
1.388E-02 0.5009  0.9918 4.433E-22 1.230E+04
1.396E-02 0.5003  0.9917 4.439E-22 1.233E+04
1.404E-02 0.4997  0.9916 4.445E-22 1.237E+04
1.413E-02 0.4991  0.9914 4.451E-22 1.240E+04
1.421E-02 0.4985  0.9913 4.456E-22 1.243E+04
1.429E-02 0.4978  0.9912 4.462E-22 1.246E+04
1.437E-02 0.4972  0.9910 4.468E-22 1.249E+04
1.445E-02 0.4966  0.9909 4.474E-22 1.252E+04
1.454E-02 0.4959  0.9908 4.479E-22 1.256E+04
1.462E-02 0.4952  0.9906 4.485E-22 1.259E+04
1.471E-02 0.4946  0.9905 4.491E-22 1.262E+04
1.479E-02 0.4939  0.9903 4.496E-22 1.265E+04
1.488E-02 0.4932  0.9902 4.502E-22 1.269E+04
1.496E-02 0.4925  0.9901 4.508E-22 1.272E+04
1.505E-02 0.4918  0.9899 4.513E-22 1.275E+04
1.514E-02 0.4911  0.9898 4.519E-22 1.279E+04
1.522E-02 0.4904  0.9896 4.525E-22 1.282E+04
1.531E-02 0.4897  0.9895 4.530E-22 1.286E+04
1.540E-02 0.4890  0.9893 4.536E-22 1.289E+04
1.549E-02 0.4882  0.9892 4.541E-22 1.292E+04
1.558E-02 0.4875  0.9890 4.547E-22 1.296E+04
1.567E-02 0.4868  0.9889 4.553E-22 1.299E+04
1.576E-02 0.4861  0.9887 4.558E-22 1.303E+04
1.585E-02 0.4853  0.9886 4.564E-22 1.306E+04
1.594E-02 0.4846  0.9884 4.569E-22 1.310E+04
1.603E-02 0.4838  0.9883 4.575E-22 1.313E+04
1.613E-02 0.4830  0.9881 4.580E-22 1.317E+04
1.622E-02 0.4822  0.9879 4.586E-22 1.320E+04
1.631E-02 0.4814  0.9878 4.591E-22 1.324E+04
1.641E-02 0.4806  0.9876 4.596E-22 1.328E+04
1.650E-02 0.4797  0.9875 4.602E-22 1.331E+04
1.660E-02 0.4789  0.9873 4.607E-22 1.335E+04
1.669E-02 0.4781  0.9871 4.613E-22 1.339E+04
1.679E-02 0.4772  0.9870 4.618E-22 1.342E+04
1.688E-02 0.4763  0.9868 4.623E-22 1.346E+04
1.698E-02 0.4754  0.9867 4.628E-22 1.350E+04
1.708E-02 0.4745  0.9865 4.633E-22 1.354E+04
1.718E-02 0.4735  0.9863 4.638E-22 1.358E+04
1.728E-02 0.4725  0.9862 4.643E-22 1.362E+04
1.738E-02 0.4714  0.9860 4.648E-22 1.366E+04
1.748E-02 0.4704  0.9859 4.653E-22 1.370E+04
1.758E-02 0.4693  0.9857 4.657E-22 1.374E+04
1.768E-02 0.4682  0.9855 4.662E-22 1.379E+04
1.778E-02 0.4669  0.9854 4.665E-22 1.383E+04
1.789E-02 0.4654  0.9853 4.667E-22 1.388E+04
1.799E-02 0.4638  0.9851 4.669E-22 1.392E+04
1.809E-02 0.4621  0.9850 4.671E-22 1.397E+04
1.820E-02 0.4604  0.9849 4.673E-22 1.402E+04
1.830E-02 0.4587  0.9847 4.674E-22 1.407E+04
1.841E-02 0.4569  0.9846 4.676E-22 1.412E+04
1.851E-02 0.4549  0.9845 4.676E-22 1.418E+04
1.862E-02 0.4512  0.9845 4.668E-22 1.425E+04
1.873E-02 0.4436  0.9846 4.640E-22 1.436E+04
1.884E-02 0.4410  0.9856 4.460E-22 1.386E+04
1.895E-02 0.4529  0.9851 4.544E-22 1.382E+04
1.905E-02 0.4572  0.9848 4.581E-22 1.383E+04
1.916E-02 0.4635  0.9844 4.619E-22 1.378E+04
1.928E-02 0.4637  0.9842 4.632E-22 1.381E+04
1.939E-02 0.4639  0.9839 4.646E-22 1.385E+04
1.950E-02 0.4641  0.9837 4.660E-22 1.389E+04
1.961E-02 0.4643  0.9834 4.673E-22 1.392E+04
1.972E-02 0.4644  0.9831 4.687E-22 1.396E+04
1.984E-02 0.4646  0.9828 4.700E-22 1.399E+04
1.995E-02 0.4647  0.9826 4.714E-22 1.403E+04
2.007E-02 0.4648  0.9823 4.727E-22 1.407E+04
2.018E-02 0.4648  0.9820 4.740E-22 1.411E+04
2.030E-02 0.4649  0.9817 4.753E-22 1.414E+04
2.042E-02 0.4650  0.9814 4.766E-22 1.418E+04
2.054E-02 0.4650  0.9811 4.779E-22 1.422E+04
2.065E-02 0.4650  0.9808 4.792E-22 1.425E+04
2.077E-02 0.4650  0.9805 4.803E-22 1.429E+04
2.089E-02 0.4649  0.9802 4.815E-22 1.433E+04
2.101E-02 0.4648  0.9799 4.826E-22 1.436E+04
2.113E-02 0.4646  0.9796 4.837E-22 1.440E+04
2.126E-02 0.4644  0.9793 4.848E-22 1.444E+04
2.138E-02 0.4641  0.9790 4.858E-22 1.448E+04
2.150E-02 0.4638  0.9787 4.869E-22 1.452E+04
2.163E-02 0.4635  0.9784 4.879E-22 1.456E+04
2.175E-02 0.4632  0.9781 4.890E-22 1.460E+04
2.188E-02 0.4629  0.9778 4.901E-22 1.464E+04
2.200E-02 0.4626  0.9775 4.912E-22 1.468E+04
2.213E-02 0.4622  0.9772 4.922E-22 1.472E+04
2.226E-02 0.4617  0.9769 4.932E-22 1.477E+04
2.239E-02 0.4610  0.9766 4.942E-22 1.481E+04
2.252E-02 0.4595  0.9764 4.946E-22 1.487E+04
2.265E-02 0.4625  0.9762 4.950E-22 1.479E+04
2.278E-02 0.4638  0.9756 4.973E-22 1.483E+04
2.291E-02 0.4641  0.9752 4.991E-22 1.487E+04
2.304E-02 0.4640  0.9747 5.007E-22 1.492E+04
2.317E-02 0.4638  0.9742 5.022E-22 1.497E+04
2.331E-02 0.4635  0.9738 5.036E-22 1.502E+04
2.344E-02 0.4631  0.9734 5.050E-22 1.508E+04
2.358E-02 0.4627  0.9729 5.064E-22 1.513E+04
2.371E-02 0.4622  0.9725 5.077E-22 1.518E+04
2.385E-02 0.4617  0.9721 5.091E-22 1.524E+04
2.399E-02 0.4612  0.9716 5.104E-22 1.529E+04
2.413E-02 0.4606  0.9712 5.118E-22 1.535E+04
2.427E-02 0.4601  0.9708 5.131E-22 1.541E+04
2.441E-02 0.4595  0.9703 5.145E-22 1.546E+04
2.455E-02 0.4589  0.9699 5.158E-22 1.552E+04
2.469E-02 0.4582  0.9694 5.171E-22 1.558E+04
2.483E-02 0.4576  0.9690 5.185E-22 1.564E+04
2.497E-02 0.4569  0.9685 5.198E-22 1.570E+04
2.512E-02 0.4563  0.9681 5.212E-22 1.576E+04
2.526E-02 0.4556  0.9676 5.225E-22 1.582E+04
2.541E-02 0.4549  0.9672 5.239E-22 1.588E+04
2.556E-02 0.4542  0.9667 5.253E-22 1.594E+04
2.570E-02 0.4535  0.9663 5.266E-22 1.601E+04
2.585E-02 0.4527  0.9658 5.280E-22 1.607E+04
2.600E-02 0.4520  0.9653 5.293E-22 1.613E+04
2.615E-02 0.4512  0.9649 5.307E-22 1.619E+04
2.630E-02 0.4505  0.9644 5.321E-22 1.626E+04
2.645E-02 0.4497  0.9639 5.335E-22 1.632E+04
2.661E-02 0.4489  0.9634 5.349E-22 1.639E+04
2.676E-02 0.4482  0.9630 5.362E-22 1.646E+04
2.692E-02 0.4474  0.9625 5.376E-22 1.652E+04
2.707E-02 0.4466  0.9620 5.390E-22 1.659E+04
2.723E-02 0.4458  0.9615 5.405E-22 1.666E+04
2.738E-02 0.4450  0.9610 5.419E-22 1.672E+04
2.754E-02 0.4442  0.9605 5.433E-22 1.679E+04
2.770E-02 0.4434  0.9600 5.447E-22 1.686E+04
2.786E-02 0.4425  0.9596 5.462E-22 1.693E+04
2.802E-02 0.4417  0.9591 5.477E-22 1.700E+04
2.818E-02 0.4409  0.9585 5.491E-22 1.707E+04
2.835E-02 0.4401  0.9580 5.506E-22 1.714E+04
2.851E-02 0.4392  0.9575 5.521E-22 1.722E+04
2.867E-02 0.4384  0.9570 5.536E-22 1.729E+04
2.884E-02 0.4375  0.9565 5.551E-22 1.736E+04
2.901E-02 0.4367  0.9560 5.567E-22 1.744E+04
2.917E-02 0.4358  0.9555 5.582E-22 1.751E+04
2.934E-02 0.4349  0.9549 5.598E-22 1.759E+04
2.951E-02 0.4340  0.9544 5.613E-22 1.767E+04
2.968E-02 0.4331  0.9539 5.629E-22 1.774E+04
2.985E-02 0.4322  0.9534 5.645E-22 1.782E+04
3.003E-02 0.4313  0.9528 5.661E-22 1.790E+04
3.020E-02 0.4304  0.9523 5.677E-22 1.798E+04
3.037E-02 0.4295  0.9518 5.693E-22 1.806E+04
3.055E-02 0.4286  0.9512 5.709E-22 1.814E+04
3.073E-02 0.4277  0.9507 5.725E-22 1.822E+04
3.090E-02 0.4267  0.9502 5.742E-22 1.830E+04
3.108E-02 0.4258  0.9496 5.758E-22 1.839E+04
3.126E-02 0.4249  0.9491 5.775E-22 1.847E+04
3.144E-02 0.4240  0.9485 5.791E-22 1.855E+04
3.162E-02 0.4230  0.9480 5.808E-22 1.863E+04
3.181E-02 0.4221  0.9474 5.825E-22 1.872E+04
3.199E-02 0.4212  0.9469 5.842E-22 1.880E+04
3.217E-02 0.4202  0.9463 5.859E-22 1.889E+04
3.236E-02 0.4193  0.9458 5.876E-22 1.898E+04
3.255E-02 0.4183  0.9452 5.893E-22 1.906E+04
3.273E-02 0.4174  0.9447 5.911E-22 1.915E+04
3.292E-02 0.4164  0.9441 5.928E-22 1.924E+04
3.311E-02 0.4154  0.9436 5.945E-22 1.933E+04
3.330E-02 0.4145  0.9430 5.963E-22 1.941E+04
3.350E-02 0.4135  0.9425 5.980E-22 1.950E+04
3.369E-02 0.4126  0.9419 5.998E-22 1.959E+04
3.388E-02 0.4116  0.9414 6.016E-22 1.968E+04
3.408E-02 0.4106  0.9408 6.034E-22 1.978E+04
3.428E-02 0.4096  0.9403 6.052E-22 1.987E+04
3.447E-02 0.4086  0.9397 6.070E-22 1.996E+04
3.467E-02 0.4077  0.9392 6.088E-22 2.005E+04
3.487E-02 0.4067  0.9386 6.107E-22 2.015E+04
3.508E-02 0.4057  0.9381 6.124E-22 2.024E+04
3.528E-02 0.4047  0.9376 6.142E-22 2.033E+04
3.548E-02 0.4035  0.9372 6.161E-22 2.044E+04
3.569E-02 0.4020  0.9368 6.183E-22 2.056E+04
3.589E-02 0.4008  0.9365 6.201E-22 2.066E+04
3.610E-02 0.3999  0.9361 6.215E-22 2.074E+04
3.631E-02 0.3992  0.9358 6.225E-22 2.080E+04
3.652E-02 0.3990  0.9355 6.227E-22 2.081E+04
3.673E-02 0.4000  0.9353 6.211E-22 2.072E+04
3.694E-02 0.4012  0.9350 6.194E-22 2.062E+04
3.715E-02 0.4026  0.9346 6.175E-22 2.051E+04
3.737E-02 0.4042  0.9342 6.154E-22 2.039E+04
3.758E-02 0.4059  0.9338 6.134E-22 2.026E+04
3.780E-02 0.4070  0.9331 6.125E-22 2.020E+04
3.802E-02 0.4080  0.9324 6.119E-22 2.014E+04
3.824E-02 0.4089  0.9316 6.115E-22 2.010E+04
3.846E-02 0.4097  0.9308 6.114E-22 2.007E+04
3.868E-02 0.4104  0.9299 6.115E-22 2.005E+04
3.890E-02 0.4109  0.9290 6.118E-22 2.004E+04
3.913E-02 0.4114  0.9281 6.122E-22 2.004E+04
3.936E-02 0.4118  0.9272 6.128E-22 2.005E+04
3.958E-02 0.4120  0.9262 6.136E-22 2.006E+04
3.981E-02 0.4122  0.9252 6.145E-22 2.008E+04
4.004E-02 0.4123  0.9241 6.155E-22 2.011E+04
4.027E-02 0.4124  0.9231 6.166E-22 2.015E+04
4.050E-02 0.4124  0.9220 6.178E-22 2.019E+04
4.074E-02 0.4123  0.9209 6.192E-22 2.024E+04
4.097E-02 0.4121  0.9198 6.207E-22 2.029E+04
4.121E-02 0.4119  0.9186 6.224E-22 2.035E+04
4.145E-02 0.4117  0.9174 6.240E-22 2.041E+04
4.169E-02 0.4116  0.9161 6.257E-22 2.047E+04
4.193E-02 0.4112  0.9147 6.276E-22 2.055E+04
4.217E-02 0.4107  0.9134 6.298E-22 2.064E+04
4.241E-02 0.4101  0.9121 6.322E-22 2.074E+04
4.266E-02 0.4092  0.9107 6.348E-22 2.085E+04
4.290E-02 0.4078  0.9094 6.382E-22 2.102E+04
4.315E-02 0.4060  0.9082 6.421E-22 2.121E+04
4.340E-02 0.4042  0.9069 6.461E-22 2.141E+04
4.365E-02 0.4023  0.9057 6.502E-22 2.161E+04
4.390E-02 0.4004  0.9044 6.544E-22 2.182E+04
4.416E-02 0.3985  0.9032 6.586E-22 2.203E+04
4.441E-02 0.3970  0.9020 6.623E-22 2.221E+04
4.467E-02 0.3957  0.9007 6.656E-22 2.236E+04
4.493E-02 0.3945  0.8995 6.688E-22 2.252E+04
4.519E-02 0.3932  0.8983 6.722E-22 2.268E+04
4.545E-02 0.3919  0.8970 6.756E-22 2.285E+04
4.571E-02 0.3906  0.8958 6.791E-22 2.301E+04
4.597E-02 0.3892  0.8945 6.828E-22 2.319E+04
4.624E-02 0.3873  0.8933 6.872E-22 2.341E+04
4.651E-02 0.3855  0.8920 6.918E-22 2.364E+04
4.677E-02 0.3836  0.8907 6.964E-22 2.387E+04
4.704E-02 0.3818  0.8894 7.011E-22 2.410E+04
4.732E-02 0.3799  0.8881 7.059E-22 2.434E+04
4.759E-02 0.3780  0.8868 7.108E-22 2.459E+04
4.786E-02 0.3762  0.8855 7.155E-22 2.482E+04
4.814E-02 0.3746  0.8842 7.200E-22 2.504E+04
4.842E-02 0.3730  0.8829 7.246E-22 2.526E+04
4.870E-02 0.3714  0.8816 7.292E-22 2.549E+04
4.898E-02 0.3698  0.8802 7.339E-22 2.572E+04
4.926E-02 0.3682  0.8789 7.386E-22 2.595E+04
4.955E-02 0.3666  0.8775 7.434E-22 2.618E+04
4.983E-02 0.3650  0.8762 7.483E-22 2.642E+04
5.012E-02 0.3634  0.8748 7.534E-22 2.667E+04
5.041E-02 0.3617  0.8733 7.587E-22 2.693E+04
5.070E-02 0.3601  0.8718 7.640E-22 2.719E+04
5.099E-02 0.3585  0.8703 7.695E-22 2.745E+04
5.129E-02 0.3568  0.8688 7.752E-22 2.772E+04
5.158E-02 0.3552  0.8672 7.809E-22 2.800E+04
5.188E-02 0.3536  0.8656 7.867E-22 2.828E+04
5.218E-02 0.3521  0.8639 7.926E-22 2.856E+04
5.248E-02 0.3505  0.8621 7.988E-22 2.885E+04
5.278E-02 0.3489  0.8603 8.052E-22 2.915E+04
5.309E-02 0.3473  0.8585 8.119E-22 2.947E+04
5.339E-02 0.3456  0.8566 8.187E-22 2.979E+04
5.370E-02 0.3440  0.8547 8.259E-22 3.013E+04
5.401E-02 0.3420  0.8529 8.335E-22 3.050E+04
5.433E-02 0.3396  0.8511 8.418E-22 3.092E+04
5.464E-02 0.3374  0.8493 8.504E-22 3.133E+04
5.495E-02 0.3353  0.8473 8.591E-22 3.176E+04
5.527E-02 0.3334  0.8451 8.680E-22 3.218E+04
5.559E-02 0.3315  0.8428 8.771E-22 3.260E+04
5.591E-02 0.3299  0.8404 8.864E-22 3.303E+04
5.623E-02 0.3283  0.8378 8.959E-22 3.346E+04
5.656E-02 0.3278  0.8344 9.050E-22 3.383E+04
5.689E-02 0.3279  0.8305 9.139E-22 3.416E+04
5.721E-02 0.3280  0.8264 9.230E-22 3.449E+04
5.754E-02 0.3280  0.8222 9.321E-22 3.483E+04
5.788E-02 0.3281  0.8179 9.412E-22 3.517E+04
5.821E-02 0.3208  0.8135 9.721E-22 3.672E+04
5.855E-02 0.3170  0.8090 9.933E-22 3.773E+04
5.888E-02 0.3134  0.8044 1.014E-21 3.874E+04
5.922E-02 0.3094  0.8000 1.036E-21 3.979E+04
5.957E-02 0.3052  0.7959 1.058E-21 4.087E+04
5.991E-02 0.3011  0.7920 1.080E-21 4.196E+04
6.026E-02 0.2971  0.7883 1.101E-21 4.305E+04
6.060E-02 0.2932  0.7848 1.123E-21 4.415E+04
