Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model B for
R_V=5.5 galactic dust with C/H = b_C = 30.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University

Thu Oct  3 23:05:09 EDT 2002
 
References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron)
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)

 1.798E-26 = M_dust per H nucleon (gram/H) for this dust model
 1.300E+02 = M_gas/M_dust for this dust model

 lambda   albedo    g     C_ext/H    K_abs
(micron)                  (cm^2/H)  (cm^2/g)
--------- ------  ------ --------- ---------
6.095E-02 0.2893  0.7814 1.145E-21 4.524E+04
6.131E-02 0.2856  0.7781 1.166E-21 4.634E+04
6.166E-02 0.2819  0.7750 1.188E-21 4.743E+04
6.202E-02 0.2784  0.7720 1.209E-21 4.853E+04
6.237E-02 0.2744  0.7703 1.230E-21 4.964E+04
6.273E-02 0.2705  0.7686 1.251E-21 5.074E+04
6.310E-02 0.2668  0.7671 1.272E-21 5.185E+04
6.346E-02 0.2631  0.7657 1.292E-21 5.295E+04
6.383E-02 0.2595  0.7644 1.312E-21 5.405E+04
6.419E-02 0.2559  0.7632 1.333E-21 5.515E+04
6.457E-02 0.2525  0.7621 1.353E-21 5.624E+04
6.494E-02 0.2491  0.7611 1.373E-21 5.733E+04
6.531E-02 0.2458  0.7601 1.393E-21 5.842E+04
6.569E-02 0.2428  0.7588 1.413E-21 5.951E+04
6.607E-02 0.2398  0.7576 1.433E-21 6.059E+04
6.645E-02 0.2369  0.7564 1.453E-21 6.167E+04
6.683E-02 0.2345  0.7553 1.470E-21 6.259E+04
6.722E-02 0.2317  0.7542 1.490E-21 6.366E+04
6.761E-02 0.2289  0.7531 1.510E-21 6.477E+04
6.800E-02 0.2260  0.7521 1.531E-21 6.590E+04
6.839E-02 0.2232  0.7511 1.552E-21 6.705E+04
6.879E-02 0.2205  0.7502 1.573E-21 6.819E+04
6.918E-02 0.2178  0.7495 1.593E-21 6.929E+04
6.958E-02 0.2154  0.7489 1.612E-21 7.034E+04
6.998E-02 0.2132  0.7484 1.629E-21 7.130E+04
7.039E-02 0.2112  0.7479 1.645E-21 7.215E+04
7.079E-02 0.2096  0.7475 1.657E-21 7.285E+04
7.120E-02 0.2084  0.7471 1.667E-21 7.338E+04
7.161E-02 0.2076  0.7468 1.673E-21 7.372E+04
7.203E-02 0.2073  0.7465 1.675E-21 7.385E+04
7.244E-02 0.2075  0.7463 1.674E-21 7.376E+04
7.286E-02 0.2081  0.7462 1.668E-21 7.346E+04
7.328E-02 0.2092  0.7459 1.659E-21 7.294E+04
7.371E-02 0.2108  0.7456 1.646E-21 7.224E+04
7.413E-02 0.2127  0.7453 1.630E-21 7.137E+04
7.456E-02 0.2151  0.7452 1.612E-21 7.036E+04
7.499E-02 0.2177  0.7451 1.592E-21 6.924E+04
7.542E-02 0.2205  0.7451 1.570E-21 6.804E+04
7.586E-02 0.2236  0.7452 1.547E-21 6.679E+04
7.630E-02 0.2268  0.7453 1.523E-21 6.550E+04
7.674E-02 0.2300  0.7456 1.500E-21 6.421E+04
7.718E-02 0.2334  0.7458 1.476E-21 6.292E+04
7.762E-02 0.2367  0.7462 1.453E-21 6.166E+04
7.807E-02 0.2399  0.7469 1.430E-21 6.043E+04
7.852E-02 0.2431  0.7475 1.408E-21 5.924E+04
7.898E-02 0.2463  0.7483 1.386E-21 5.810E+04
7.943E-02 0.2493  0.7491 1.366E-21 5.700E+04
7.989E-02 0.2523  0.7500 1.346E-21 5.595E+04
8.035E-02 0.2552  0.7508 1.327E-21 5.495E+04
8.082E-02 0.2580  0.7517 1.309E-21 5.400E+04
8.128E-02 0.2607  0.7527 1.292E-21 5.310E+04
8.175E-02 0.2633  0.7536 1.275E-21 5.225E+04
8.222E-02 0.2658  0.7546 1.260E-21 5.144E+04
8.270E-02 0.2682  0.7555 1.245E-21 5.068E+04
8.318E-02 0.2704  0.7567 1.231E-21 4.995E+04
8.366E-02 0.2726  0.7578 1.218E-21 4.927E+04
8.414E-02 0.2746  0.7588 1.205E-21 4.862E+04
8.463E-02 0.2766  0.7599 1.193E-21 4.801E+04
8.511E-02 0.2785  0.7608 1.182E-21 4.742E+04
8.561E-02 0.2803  0.7617 1.171E-21 4.687E+04
8.610E-02 0.2820  0.7626 1.161E-21 4.635E+04
8.660E-02 0.2837  0.7634 1.151E-21 4.585E+04
8.710E-02 0.2853  0.7642 1.142E-21 4.537E+04
8.760E-02 0.2869  0.7649 1.133E-21 4.492E+04
8.810E-02 0.2885  0.7655 1.124E-21 4.448E+04
8.861E-02 0.2900  0.7659 1.116E-21 4.407E+04
8.913E-02 0.2923  0.7646 1.110E-21 4.368E+04
8.964E-02 0.2946  0.7631 1.104E-21 4.332E+04
9.016E-02 0.2969  0.7614 1.099E-21 4.296E+04
9.068E-02 0.2993  0.7595 1.094E-21 4.262E+04
9.120E-02 0.3017  0.7575 1.089E-21 4.229E+04
9.173E-02 0.3037  0.7564 1.084E-21 4.197E+04
9.226E-02 0.3055  0.7555 1.079E-21 4.165E+04
9.279E-02 0.3073  0.7547 1.073E-21 4.134E+04
9.333E-02 0.3090  0.7539 1.068E-21 4.104E+04
9.386E-02 0.3107  0.7531 1.063E-21 4.075E+04
9.441E-02 0.3123  0.7524 1.058E-21 4.046E+04
9.495E-02 0.3139  0.7518 1.053E-21 4.017E+04
9.550E-02 0.3155  0.7514 1.048E-21 3.989E+04
9.605E-02 0.3169  0.7511 1.043E-21 3.960E+04
9.661E-02 0.3184  0.7510 1.037E-21 3.932E+04
9.716E-02 0.3197  0.7510 1.032E-21 3.904E+04
9.772E-02 0.3210  0.7512 1.027E-21 3.877E+04
9.829E-02 0.3222  0.7516 1.021E-21 3.850E+04
9.886E-02 0.3233  0.7520 1.016E-21 3.824E+04
9.943E-02 0.3244  0.7525 1.011E-21 3.799E+04
1.000E-01 0.3259  0.7529 1.005E-21 3.767E+04
1.006E-01 0.3275  0.7530 9.990E-22 3.736E+04
1.012E-01 0.3291  0.7532 9.932E-22 3.706E+04
1.017E-01 0.3307  0.7534 9.873E-22 3.675E+04
1.023E-01 0.3323  0.7535 9.814E-22 3.644E+04
1.029E-01 0.3339  0.7538 9.754E-22 3.613E+04
1.035E-01 0.3355  0.7542 9.693E-22 3.582E+04
1.041E-01 0.3371  0.7547 9.631E-22 3.550E+04
1.047E-01 0.3387  0.7553 9.567E-22 3.518E+04
1.053E-01 0.3404  0.7559 9.503E-22 3.486E+04
1.059E-01 0.3420  0.7567 9.438E-22 3.454E+04
1.065E-01 0.3435  0.7576 9.373E-22 3.422E+04
1.072E-01 0.3450  0.7587 9.308E-22 3.390E+04
1.078E-01 0.3464  0.7598 9.243E-22 3.359E+04
1.084E-01 0.3478  0.7613 9.176E-22 3.328E+04
1.090E-01 0.3491  0.7625 9.113E-22 3.298E+04
1.096E-01 0.3505  0.7637 9.051E-22 3.269E+04
1.103E-01 0.3519  0.7648 8.991E-22 3.240E+04
1.109E-01 0.3534  0.7659 8.932E-22 3.212E+04
1.116E-01 0.3547  0.7672 8.875E-22 3.185E+04
1.122E-01 0.3560  0.7684 8.820E-22 3.159E+04
1.128E-01 0.3573  0.7697 8.765E-22 3.132E+04
1.135E-01 0.3587  0.7710 8.710E-22 3.106E+04
1.142E-01 0.3600  0.7722 8.657E-22 3.081E+04
1.148E-01 0.3614  0.7735 8.604E-22 3.055E+04
1.155E-01 0.3629  0.7743 8.552E-22 3.030E+04
1.161E-01 0.3645  0.7751 8.502E-22 3.005E+04
1.168E-01 0.3660  0.7757 8.452E-22 2.980E+04
1.175E-01 0.3676  0.7763 8.403E-22 2.955E+04
1.182E-01 0.3692  0.7768 8.355E-22 2.931E+04
1.189E-01 0.3708  0.7773 8.307E-22 2.907E+04
1.195E-01 0.3725  0.7778 8.260E-22 2.883E+04
1.202E-01 0.3741  0.7782 8.214E-22 2.859E+04
1.209E-01 0.3758  0.7786 8.169E-22 2.836E+04
1.216E-01 0.3774  0.7790 8.124E-22 2.813E+04
1.223E-01 0.3791  0.7794 8.080E-22 2.790E+04
1.230E-01 0.3807  0.7797 8.037E-22 2.768E+04
1.237E-01 0.3823  0.7800 7.994E-22 2.746E+04
1.245E-01 0.3839  0.7803 7.952E-22 2.724E+04
1.252E-01 0.3855  0.7806 7.911E-22 2.703E+04
1.259E-01 0.3871  0.7808 7.871E-22 2.682E+04
1.266E-01 0.3887  0.7810 7.831E-22 2.662E+04
1.274E-01 0.3902  0.7812 7.792E-22 2.642E+04
1.281E-01 0.3917  0.7814 7.754E-22 2.623E+04
1.288E-01 0.3931  0.7816 7.716E-22 2.604E+04
1.296E-01 0.3945  0.7818 7.680E-22 2.586E+04
1.303E-01 0.3971  0.7819 7.621E-22 2.555E+04
1.311E-01 0.3982  0.7820 7.591E-22 2.540E+04
1.318E-01 0.3993  0.7821 7.561E-22 2.526E+04
1.326E-01 0.4003  0.7821 7.532E-22 2.512E+04
1.334E-01 0.4012  0.7822 7.504E-22 2.499E+04
1.341E-01 0.4021  0.7821 7.478E-22 2.486E+04
1.349E-01 0.4030  0.7821 7.452E-22 2.474E+04
1.357E-01 0.4038  0.7820 7.427E-22 2.462E+04
1.365E-01 0.4046  0.7818 7.403E-22 2.451E+04
1.372E-01 0.4053  0.7816 7.381E-22 2.441E+04
1.380E-01 0.4060  0.7813 7.359E-22 2.431E+04
1.388E-01 0.4067  0.7810 7.338E-22 2.421E+04
1.396E-01 0.4073  0.7805 7.318E-22 2.412E+04
1.404E-01 0.4080  0.7800 7.299E-22 2.403E+04
1.413E-01 0.4086  0.7794 7.281E-22 2.395E+04
1.421E-01 0.4092  0.7787 7.265E-22 2.387E+04
1.429E-01 0.4099  0.7779 7.249E-22 2.379E+04
1.437E-01 0.4105  0.7771 7.234E-22 2.372E+04
1.445E-01 0.4111  0.7762 7.220E-22 2.365E+04
1.454E-01 0.4116  0.7754 7.207E-22 2.358E+04
1.462E-01 0.4121  0.7747 7.195E-22 2.352E+04
1.471E-01 0.4126  0.7740 7.183E-22 2.346E+04
1.479E-01 0.4130  0.7734 7.172E-22 2.341E+04
1.488E-01 0.4134  0.7727 7.163E-22 2.337E+04
1.496E-01 0.4138  0.7721 7.154E-22 2.332E+04
1.505E-01 0.4142  0.7715 7.147E-22 2.328E+04
1.514E-01 0.4147  0.7708 7.140E-22 2.324E+04
1.522E-01 0.4152  0.7701 7.135E-22 2.320E+04
1.531E-01 0.4157  0.7694 7.131E-22 2.317E+04
1.540E-01 0.4162  0.7685 7.127E-22 2.314E+04
1.549E-01 0.4168  0.7676 7.125E-22 2.311E+04
1.558E-01 0.4174  0.7667 7.124E-22 2.308E+04
1.567E-01 0.4181  0.7657 7.123E-22 2.305E+04
1.576E-01 0.4188  0.7647 7.124E-22 2.303E+04
1.585E-01 0.4195  0.7635 7.126E-22 2.300E+04
1.594E-01 0.4204  0.7622 7.129E-22 2.298E+04
1.603E-01 0.4214  0.7608 7.133E-22 2.295E+04
1.613E-01 0.4224  0.7592 7.139E-22 2.293E+04
1.622E-01 0.4236  0.7575 7.146E-22 2.291E+04
1.631E-01 0.4248  0.7557 7.155E-22 2.288E+04
1.641E-01 0.4262  0.7537 7.165E-22 2.286E+04
1.650E-01 0.4276  0.7516 7.176E-22 2.284E+04
1.660E-01 0.4291  0.7494 7.188E-22 2.282E+04
1.669E-01 0.4307  0.7471 7.202E-22 2.280E+04
1.679E-01 0.4324  0.7446 7.218E-22 2.278E+04
1.688E-01 0.4342  0.7420 7.235E-22 2.277E+04
1.698E-01 0.4360  0.7393 7.254E-22 2.275E+04
1.708E-01 0.4379  0.7365 7.273E-22 2.273E+04
1.718E-01 0.4399  0.7336 7.294E-22 2.272E+04
1.728E-01 0.4420  0.7306 7.316E-22 2.270E+04
1.738E-01 0.4441  0.7275 7.340E-22 2.269E+04
1.748E-01 0.4464  0.7242 7.365E-22 2.268E+04
1.758E-01 0.4486  0.7209 7.392E-22 2.266E+04
1.768E-01 0.4510  0.7175 7.420E-22 2.265E+04
1.778E-01 0.4533  0.7140 7.449E-22 2.265E+04
1.789E-01 0.4557  0.7104 7.481E-22 2.264E+04
1.799E-01 0.4581  0.7068 7.514E-22 2.265E+04
1.809E-01 0.4603  0.7033 7.550E-22 2.266E+04
1.820E-01 0.4626  0.6997 7.587E-22 2.267E+04
1.830E-01 0.4648  0.6961 7.626E-22 2.270E+04
1.841E-01 0.4669  0.6925 7.668E-22 2.273E+04
1.851E-01 0.4689  0.6889 7.713E-22 2.278E+04
1.862E-01 0.4707  0.6853 7.760E-22 2.284E+04
1.873E-01 0.4724  0.6818 7.809E-22 2.291E+04
1.884E-01 0.4739  0.6784 7.862E-22 2.300E+04
1.895E-01 0.4752  0.6750 7.918E-22 2.311E+04
1.905E-01 0.4764  0.6716 7.977E-22 2.323E+04
1.916E-01 0.4775  0.6681 8.040E-22 2.336E+04
1.928E-01 0.4784  0.6646 8.106E-22 2.351E+04
1.939E-01 0.4792  0.6612 8.175E-22 2.368E+04
1.950E-01 0.4797  0.6579 8.248E-22 2.387E+04
1.961E-01 0.4799  0.6546 8.325E-22 2.408E+04
1.972E-01 0.4800  0.6515 8.406E-22 2.431E+04
1.984E-01 0.4798  0.6484 8.489E-22 2.456E+04
1.995E-01 0.4794  0.6454 8.576E-22 2.483E+04
2.007E-01 0.4787  0.6425 8.666E-22 2.512E+04
2.018E-01 0.4780  0.6397 8.758E-22 2.542E+04
2.030E-01 0.4771  0.6371 8.852E-22 2.574E+04
2.042E-01 0.4760  0.6345 8.946E-22 2.606E+04
2.054E-01 0.4749  0.6321 9.040E-22 2.639E+04
2.065E-01 0.4738  0.6299 9.132E-22 2.672E+04
2.077E-01 0.4728  0.6277 9.221E-22 2.703E+04
2.089E-01 0.4719  0.6257 9.306E-22 2.733E+04
2.101E-01 0.4711  0.6239 9.384E-22 2.760E+04
2.113E-01 0.4708  0.6221 9.454E-22 2.782E+04
2.126E-01 0.4707  0.6203 9.516E-22 2.801E+04
2.138E-01 0.4711  0.6187 9.565E-22 2.813E+04
2.150E-01 0.4721  0.6172 9.602E-22 2.819E+04
2.163E-01 0.4735  0.6157 9.625E-22 2.818E+04
2.175E-01 0.4756  0.6144 9.633E-22 2.809E+04
2.188E-01 0.4782  0.6132 9.624E-22 2.792E+04
2.200E-01 0.4814  0.6121 9.599E-22 2.768E+04
2.213E-01 0.4851  0.6112 9.559E-22 2.737E+04
2.226E-01 0.4892  0.6105 9.506E-22 2.700E+04
2.239E-01 0.4937  0.6098 9.442E-22 2.658E+04
2.252E-01 0.4985  0.6092 9.369E-22 2.613E+04
2.265E-01 0.5036  0.6087 9.290E-22 2.564E+04
2.278E-01 0.5089  0.6082 9.204E-22 2.513E+04
2.291E-01 0.5144  0.6078 9.115E-22 2.461E+04
2.304E-01 0.5200  0.6073 9.023E-22 2.408E+04
2.317E-01 0.5258  0.6069 8.928E-22 2.354E+04
2.331E-01 0.5317  0.6065 8.833E-22 2.300E+04
2.344E-01 0.5375  0.6061 8.738E-22 2.247E+04
2.358E-01 0.5433  0.6058 8.644E-22 2.196E+04
2.371E-01 0.5489  0.6055 8.552E-22 2.145E+04
2.385E-01 0.5544  0.6052 8.463E-22 2.097E+04
2.399E-01 0.5596  0.6050 8.375E-22 2.051E+04
2.413E-01 0.5644  0.6049 8.291E-22 2.008E+04
2.427E-01 0.5691  0.6048 8.209E-22 1.967E+04
2.441E-01 0.5735  0.6047 8.132E-22 1.928E+04
2.455E-01 0.5778  0.6046 8.058E-22 1.892E+04
2.469E-01 0.5820  0.6044 7.987E-22 1.857E+04
2.483E-01 0.5860  0.6043 7.920E-22 1.824E+04
2.497E-01 0.5898  0.6041 7.856E-22 1.792E+04
2.512E-01 0.5935  0.6039 7.796E-22 1.762E+04
2.526E-01 0.5971  0.6036 7.738E-22 1.733E+04
2.541E-01 0.6005  0.6033 7.683E-22 1.707E+04
2.556E-01 0.6038  0.6031 7.630E-22 1.681E+04
2.570E-01 0.6069  0.6028 7.581E-22 1.657E+04
2.585E-01 0.6099  0.6026 7.533E-22 1.634E+04
2.600E-01 0.6127  0.6023 7.488E-22 1.612E+04
2.615E-01 0.6154  0.6021 7.444E-22 1.592E+04
2.630E-01 0.6180  0.6019 7.403E-22 1.573E+04
2.645E-01 0.6205  0.6016 7.364E-22 1.554E+04
2.661E-01 0.6228  0.6014 7.326E-22 1.537E+04
2.676E-01 0.6250  0.6012 7.291E-22 1.520E+04
2.692E-01 0.6272  0.6010 7.257E-22 1.504E+04
2.707E-01 0.6292  0.6009 7.224E-22 1.489E+04
2.723E-01 0.6312  0.6007 7.193E-22 1.475E+04
2.738E-01 0.6331  0.6006 7.164E-22 1.462E+04
2.754E-01 0.6349  0.6005 7.136E-22 1.449E+04
2.770E-01 0.6367  0.6005 7.109E-22 1.436E+04
2.786E-01 0.6383  0.6004 7.083E-22 1.425E+04
2.802E-01 0.6399  0.6004 7.058E-22 1.413E+04
2.818E-01 0.6415  0.6005 7.035E-22 1.402E+04
2.835E-01 0.6430  0.6005 7.012E-22 1.392E+04
2.851E-01 0.6445  0.6006 6.990E-22 1.382E+04
2.867E-01 0.6459  0.6007 6.970E-22 1.372E+04
2.884E-01 0.6474  0.6008 6.950E-22 1.363E+04
2.901E-01 0.6488  0.6009 6.931E-22 1.354E+04
2.917E-01 0.6502  0.6010 6.913E-22 1.345E+04
2.934E-01 0.6516  0.6011 6.896E-22 1.336E+04
2.951E-01 0.6529  0.6013 6.880E-22 1.328E+04
2.968E-01 0.6542  0.6014 6.864E-22 1.320E+04
2.985E-01 0.6556  0.6016 6.848E-22 1.312E+04
3.003E-01 0.6569  0.6018 6.834E-22 1.304E+04
3.020E-01 0.6582  0.6020 6.820E-22 1.296E+04
3.037E-01 0.6597  0.6023 6.803E-22 1.287E+04
3.055E-01 0.6615  0.6026 6.785E-22 1.277E+04
3.073E-01 0.6632  0.6029 6.767E-22 1.267E+04
3.090E-01 0.6650  0.6032 6.750E-22 1.257E+04
3.108E-01 0.6668  0.6035 6.732E-22 1.247E+04
3.126E-01 0.6686  0.6039 6.715E-22 1.237E+04
3.144E-01 0.6704  0.6043 6.699E-22 1.228E+04
3.162E-01 0.6723  0.6047 6.682E-22 1.218E+04
3.181E-01 0.6741  0.6052 6.666E-22 1.208E+04
3.199E-01 0.6759  0.6056 6.650E-22 1.198E+04
3.217E-01 0.6777  0.6061 6.634E-22 1.189E+04
3.236E-01 0.6796  0.6066 6.618E-22 1.179E+04
3.255E-01 0.6814  0.6071 6.603E-22 1.170E+04
3.273E-01 0.6832  0.6076 6.588E-22 1.160E+04
3.292E-01 0.6850  0.6081 6.573E-22 1.151E+04
3.311E-01 0.6869  0.6086 6.558E-22 1.142E+04
3.330E-01 0.6887  0.6091 6.543E-22 1.133E+04
3.350E-01 0.6905  0.6097 6.529E-22 1.124E+04
3.369E-01 0.6923  0.6102 6.514E-22 1.114E+04
3.388E-01 0.6942  0.6108 6.500E-22 1.105E+04
3.408E-01 0.6960  0.6114 6.486E-22 1.096E+04
3.428E-01 0.6978  0.6119 6.472E-22 1.088E+04
3.447E-01 0.6996  0.6125 6.457E-22 1.079E+04
3.467E-01 0.7014  0.6131 6.443E-22 1.070E+04
3.487E-01 0.7032  0.6137 6.429E-22 1.061E+04
3.508E-01 0.7050  0.6143 6.415E-22 1.052E+04
3.528E-01 0.7068  0.6149 6.401E-22 1.044E+04
3.548E-01 0.7086  0.6155 6.387E-22 1.035E+04
3.569E-01 0.7104  0.6161 6.373E-22 1.026E+04
3.589E-01 0.7122  0.6167 6.359E-22 1.018E+04
3.610E-01 0.7139  0.6173 6.345E-22 1.009E+04
3.631E-01 0.7157  0.6178 6.331E-22 1.001E+04
3.652E-01 0.7174  0.6184 6.317E-22 9.926E+03
3.673E-01 0.7191  0.6190 6.302E-22 9.843E+03
3.694E-01 0.7209  0.6196 6.288E-22 9.761E+03
3.715E-01 0.7226  0.6201 6.274E-22 9.679E+03
3.737E-01 0.7242  0.6207 6.259E-22 9.598E+03
3.758E-01 0.7259  0.6212 6.244E-22 9.517E+03
3.780E-01 0.7276  0.6218 6.230E-22 9.437E+03
3.802E-01 0.7292  0.6223 6.215E-22 9.358E+03
3.824E-01 0.7308  0.6228 6.200E-22 9.280E+03
3.846E-01 0.7324  0.6233 6.185E-22 9.202E+03
3.868E-01 0.7340  0.6238 6.169E-22 9.125E+03
3.890E-01 0.7356  0.6243 6.154E-22 9.048E+03
3.913E-01 0.7372  0.6248 6.138E-22 8.972E+03
3.936E-01 0.7387  0.6253 6.122E-22 8.896E+03
3.958E-01 0.7402  0.6257 6.106E-22 8.821E+03
3.981E-01 0.7417  0.6262 6.090E-22 8.747E+03
4.004E-01 0.7432  0.6266 6.074E-22 8.673E+03
4.027E-01 0.7447  0.6270 6.057E-22 8.599E+03
4.050E-01 0.7462  0.6274 6.041E-22 8.526E+03
4.074E-01 0.7476  0.6278 6.024E-22 8.454E+03
4.097E-01 0.7490  0.6282 6.006E-22 8.382E+03
4.121E-01 0.7505  0.6285 5.989E-22 8.311E+03
4.145E-01 0.7518  0.6289 5.971E-22 8.240E+03
4.169E-01 0.7532  0.6292 5.954E-22 8.170E+03
4.193E-01 0.7546  0.6295 5.935E-22 8.100E+03
4.217E-01 0.7559  0.6298 5.917E-22 8.031E+03
4.241E-01 0.7572  0.6301 5.899E-22 7.963E+03
4.266E-01 0.7586  0.6304 5.880E-22 7.895E+03
4.290E-01 0.7598  0.6306 5.861E-22 7.827E+03
4.315E-01 0.7611  0.6309 5.842E-22 7.760E+03
4.340E-01 0.7624  0.6311 5.822E-22 7.694E+03
4.365E-01 0.7636  0.6313 5.803E-22 7.628E+03
4.390E-01 0.7648  0.6314 5.783E-22 7.563E+03
4.416E-01 0.7660  0.6316 5.762E-22 7.499E+03
4.441E-01 0.7671  0.6318 5.742E-22 7.435E+03
4.467E-01 0.7683  0.6319 5.721E-22 7.372E+03
4.493E-01 0.7694  0.6320 5.700E-22 7.309E+03
4.519E-01 0.7705  0.6321 5.679E-22 7.247E+03
4.545E-01 0.7716  0.6322 5.657E-22 7.185E+03
4.571E-01 0.7727  0.6323 5.635E-22 7.124E+03
4.597E-01 0.7737  0.6323 5.613E-22 7.063E+03
4.624E-01 0.7748  0.6324 5.591E-22 7.003E+03
4.651E-01 0.7758  0.6324 5.568E-22 6.943E+03
4.677E-01 0.7768  0.6324 5.546E-22 6.884E+03
4.704E-01 0.7778  0.6323 5.523E-22 6.825E+03
4.732E-01 0.7787  0.6323 5.499E-22 6.766E+03
4.759E-01 0.7797  0.6322 5.476E-22 6.708E+03
4.786E-01 0.7806  0.6321 5.452E-22 6.651E+03
4.814E-01 0.7815  0.6320 5.428E-22 6.594E+03
4.842E-01 0.7824  0.6319 5.404E-22 6.538E+03
4.870E-01 0.7833  0.6318 5.379E-22 6.482E+03
4.898E-01 0.7841  0.6316 5.354E-22 6.427E+03
4.926E-01 0.7850  0.6315 5.329E-22 6.373E+03
4.955E-01 0.7858  0.6313 5.304E-22 6.319E+03
4.983E-01 0.7866  0.6311 5.279E-22 6.266E+03
5.012E-01 0.7873  0.6308 5.253E-22 6.213E+03
5.041E-01 0.7881  0.6306 5.228E-22 6.161E+03
5.070E-01 0.7888  0.6303 5.202E-22 6.109E+03
5.099E-01 0.7895  0.6301 5.176E-22 6.058E+03
5.129E-01 0.7902  0.6298 5.150E-22 6.008E+03
5.158E-01 0.7909  0.6294 5.123E-22 5.958E+03
5.188E-01 0.7915  0.6291 5.097E-22 5.909E+03
5.218E-01 0.7921  0.6287 5.070E-22 5.861E+03
5.248E-01 0.7927  0.6284 5.043E-22 5.812E+03
5.278E-01 0.7933  0.6280 5.016E-22 5.765E+03
5.309E-01 0.7939  0.6276 4.989E-22 5.718E+03
5.339E-01 0.7944  0.6271 4.961E-22 5.671E+03
5.370E-01 0.7950  0.6267 4.934E-22 5.625E+03
5.401E-01 0.7955  0.6262 4.906E-22 5.580E+03
5.433E-01 0.7960  0.6257 4.879E-22 5.535E+03
5.464E-01 0.7965  0.6252 4.851E-22 5.490E+03
5.495E-01 0.7969  0.6247 4.823E-22 5.446E+03
5.527E-01 0.7974  0.6242 4.794E-22 5.403E+03
5.559E-01 0.7978  0.6236 4.766E-22 5.359E+03
5.591E-01 0.7982  0.6230 4.738E-22 5.317E+03
5.623E-01 0.7986  0.6225 4.709E-22 5.274E+03
5.656E-01 0.7990  0.6218 4.680E-22 5.233E+03
5.689E-01 0.7993  0.6212 4.652E-22 5.191E+03
5.721E-01 0.7996  0.6206 4.623E-22 5.151E+03
5.754E-01 0.8000  0.6199 4.594E-22 5.110E+03
5.788E-01 0.8003  0.6192 4.565E-22 5.070E+03
5.821E-01 0.8005  0.6185 4.536E-22 5.031E+03
5.855E-01 0.8008  0.6178 4.507E-22 4.992E+03
5.888E-01 0.8011  0.6171 4.477E-22 4.953E+03
5.922E-01 0.8013  0.6164 4.448E-22 4.915E+03
5.957E-01 0.8015  0.6156 4.419E-22 4.878E+03
5.991E-01 0.8017  0.6148 4.389E-22 4.841E+03
6.026E-01 0.8019  0.6140 4.360E-22 4.804E+03
6.060E-01 0.8020  0.6132 4.330E-22 4.768E+03
6.095E-01 0.8022  0.6124 4.301E-22 4.732E+03
6.131E-01 0.8023  0.6115 4.271E-22 4.696E+03
6.166E-01 0.8024  0.6107 4.242E-22 4.661E+03
6.202E-01 0.8025  0.6098 4.212E-22 4.626E+03
6.237E-01 0.8026  0.6089 4.182E-22 4.592E+03
6.273E-01 0.8026  0.6080 4.152E-22 4.558E+03
6.310E-01 0.8027  0.6071 4.123E-22 4.524E+03
6.346E-01 0.8027  0.6061 4.093E-22 4.491E+03
6.383E-01 0.8027  0.6052 4.063E-22 4.458E+03
6.419E-01 0.8027  0.6042 4.034E-22 4.425E+03
6.457E-01 0.8027  0.6032 4.004E-22 4.393E+03
6.494E-01 0.8027  0.6022 3.974E-22 4.361E+03
6.531E-01 0.8026  0.6012 3.944E-22 4.329E+03
6.569E-01 0.8025  0.6002 3.915E-22 4.298E+03
6.607E-01 0.8025  0.5991 3.885E-22 4.267E+03
6.645E-01 0.8024  0.5981 3.855E-22 4.237E+03
6.683E-01 0.8023  0.5970 3.826E-22 4.206E+03
6.722E-01 0.8022  0.5959 3.796E-22 4.176E+03
6.761E-01 0.8020  0.5947 3.767E-22 4.147E+03
6.800E-01 0.8019  0.5936 3.738E-22 4.118E+03
